parameter	burnin	psrf	ess_concat	ess_0	ess_1	ess_2	ess_3	ess_4	ess_5	ess_6	ess_7	ess_8	ess_9
ln_likelihood_Panay6	400	1.0000769615131813	9252.158404674074	735.8823283605442	782.514266981591	729.3549244811792	1101.0	1101.0	1101.0	664.0426069499176	840.6164226564114	845.8635951409719	1101.0
root_height_Panay6	400	0.9999751978933323	11010.0	578.3002286715539	817.9808164168572	1101.0	1101.0	1101.0	882.3869439566686	906.3486211032298	788.9984565311784	658.2570466451882	951.6505821004954
pop_size_Panay6	400	1.0001599069906912	7588.754251688158	707.1286754081597	561.1884726113146	658.1866810252646	1038.1812053483588	691.1931970692282	857.2623042517321	848.2765268030544	779.1918068945184	697.1932410411673	627.3064262647093
pop_size_Negros6	400	0.9999749132796181	10577.457197515703	615.8444945241494	936.1680633042018	892.995018119144	991.479531285188	602.6292405371554	743.4408470969133	815.7302820085827	721.9097294109841	889.8134096471965	1101.0
pop_size_root_Panay6	400	0.9998547666677201	9517.567800961162	668.7005745447476	881.5400774657268	825.9547507903342	1101.0	1101.0	916.1549314795186	812.8335939237174	709.2400997087371	1017.4020236540758	1027.4151276767182
ln_likelihood_Sibuyan7	400	1.0001549714295384	5820.687222522765	686.1069662679973	425.25639771451426	636.2966004098176	518.1167159391003	500.2086327915931	582.6113786657352	657.7906819598705	637.0572086120475	1101.0	764.550469173185
root_height_Sibuyan7	400	1.0001687355935607	3428.0840671242117	290.40399588718816	350.40688051674744	364.8176417025608	343.0084273277237	515.4179541398975	388.78411677015356	359.0685654112876	347.96562385712053	460.1866118360745	378.39050030402757
pop_size_Sibuyan7	400	1.0007806096944396	4617.590177873802	508.0956730789759	522.0704488808306	489.4386624865963	410.9850448552103	813.0092012338735	490.0310073087461	448.5748149402779	393.42843901934765	588.9837564508966	411.95683351818417
pop_size_Tablas7	400	1.0002689752008638	5209.190776312582	525.7598912288715	470.445357097297	490.6420421197593	539.6202342143176	744.0725858195451	430.5496346239811	472.30164275973704	350.18595268520545	722.5973853471869	474.2632333304825
pop_size_root_Sibuyan7	400	1.0000718904375787	4299.929366311717	393.31869794023106	502.3321932914857	365.2291128129356	346.62621327282494	635.9391629410579	532.7416214517681	593.8994967343098	445.824331237402	544.9538766647298	543.3277384370924
ln_likelihood_BabuyanClaro8	400	1.0018977356482186	2762.108798700639	318.2436879687749	370.0150848975991	266.17703793728504	274.65592945986174	294.84288652479324	314.48358102528647	280.3042133341079	447.4356751882438	202.70375215318955	308.37878787337064
root_height_BabuyanClaro8	400	1.0020181586893309	2466.399546714436	281.4728805421818	302.4938582663	222.61629719273537	242.1990224296542	278.4752582890294	240.99034610522503	247.39710745528814	442.38172436810584	189.99241978454967	334.09433464130785
pop_size_BabuyanClaro8	400	1.000663444483861	3917.3526947964883	428.1874164543137	479.40978885092954	396.2509585371535	402.6045204633255	400.28415101057567	476.03087067447353	438.0646515509418	540.7381000921616	248.3512678644634	423.8785237980807
pop_size_Calayan8	400	1.0021108953321345	3433.6939589628	429.69839571975575	475.43656990998124	316.15658585102085	294.1637371124649	383.8596957101427	367.98642160323715	314.3026155904189	534.5380115757774	238.01666924885762	447.47195245190227
pop_size_root_BabuyanClaro8	400	1.0011602979191367	3393.7456805926313	394.1352914742123	450.9912035751688	347.35876360971173	331.8737748735773	325.1406471914243	365.44738075892445	345.05023243457777	599.535282898609	277.2152566157731	336.1374546035845
ln_likelihood_SouthGigante9	400	1.0008855855859482	3400.1115013281265	448.7549299035013	502.2687164987553	373.05552107655313	247.21755172233364	500.54307382420694	421.7097448142419	325.48817163079786	563.3439080474806	529.0490901890474	529.722645268394
root_height_SouthGigante9	400	1.000463493265517	4443.518900303004	645.7013141374274	415.45970685725285	417.3819432239009	586.6089841758071	433.7746460818982	552.1148793240684	527.5218480872849	415.38446045812725	361.3593780069265	362.54525524063047
pop_size_SouthGigante9	400	1.0020846180736311	1379.9596009360166	163.89951428783704	206.9757723240736	138.69618792663954	126.32364529720971	237.5939907364056	168.03356574688965	172.40349594102017	236.14240112447297	183.33031392971583	200.33771680290408
pop_size_NorthGigante9	400	1.0009370004327114	3095.4302809087644	452.86398638752706	286.39919153562	259.967690473868	316.8813276431392	343.446550697301	315.80941638103866	469.9412077486126	269.6663898965013	227.59289228771343	189.2605014968319
pop_size_root_SouthGigante9	400	1.0000368444349075	7719.45692757667	737.5819805381541	666.9340097948218	863.4856808248845	838.9054828893394	570.9467850094497	566.4139564613905	1012.4597102254346	622.856113039801	577.2807098459499	627.2036758752934
ln_likelihood_Lubang11	400	1.0004063496688462	7914.486455043257	1101.0	785.2658035238285	797.283400389511	1101.0	892.2608194670971	780.8667822329489	624.7785739996044	989.0991662396755	786.0184783842806	894.8064050337431
root_height_Lubang11	400	1.0006136736180609	7729.528452445334	1040.0841233850865	837.8241652978694	828.9506700301132	1101.0	997.6640896017989	839.6496845986672	615.4267483228222	972.8788778586293	895.4672382646786	989.2490904589408
pop_size_Lubang11	400	1.0005379223951085	8751.215344575185	852.3525750025851	1101.0	715.289104188144	907.6256557687545	694.2274052239407	674.8381022210993	887.5114102508661	1101.0	885.7436889825036	1057.2412124566163
pop_size_Luzon11	400	1.0002904278984057	8348.736480793628	1101.0	668.5196652800124	664.5170609851897	880.7592263192097	895.9438558593764	1101.0	754.1551274686102	1101.0	997.2319758717996	687.4284397536672
pop_size_root_Lubang11	400	0.9999896731921378	8664.790803539781	1101.0	907.6431203588644	1101.0	1101.0	887.8910830093128	822.0314833064969	710.2797390075131	800.6248451520667	792.2354669551262	1021.1731648614015
ln_likelihood_Panay13	400	1.00040505864194	6318.9340046867865	546.5326544961449	577.3553566178647	1020.6242660110527	733.6432577758601	628.8171640238198	498.1195500730621	892.0924435622779	497.04694175653964	837.6319619394806	592.6393839611071
root_height_Panay13	400	1.0002557257167413	6179.314001774535	685.2538654212195	649.787951226039	929.8265546758466	657.3781948096924	826.342858666113	707.0622187628679	856.5856917560283	707.7133266518719	984.1068903615902	673.7156040762168
pop_size_Panay13	400	1.0007457921758283	6510.305181701323	534.0657091166858	667.0469441961638	1049.8552148545268	617.9969373077474	641.9220499755726	475.54385223066015	1013.6329268665991	564.1645775384011	972.3353321547482	786.9972143424296
pop_size_Masbate13	400	0.9998390183869883	6761.888838412643	650.1273539768479	697.14201369183	1101.0	824.0783863321277	981.0018614019169	632.2656544047759	828.5880765672014	568.5113758924427	936.3178984904132	599.5788682152842
pop_size_root_Panay13	400	1.0000658210286884	9726.052569795851	735.7681709111293	758.118001398706	971.8667914379332	1078.472691577355	711.5305567477009	756.1771183590963	1101.0	623.4049673952903	975.0044892418804	719.802241361774
ln_likelihood_Negros14	400	1.000154002557605	8239.54575836681	862.3927366689339	718.6939391217778	629.5049706013879	751.9040588640967	669.613592265533	488.9183796781294	634.4603727768514	1018.5277488703609	674.7501656104879	684.9004447759927
root_height_Negros14	400	1.000240388858722	7643.284418841624	978.0000311913685	806.0944541432589	480.6119302372653	815.1757246846131	728.1675419702032	524.4201116175018	1031.0092400689978	1045.6404604390552	788.1561384517188	575.3078644420458
pop_size_Negros14	400	1.0002736763184445	5471.506899191998	700.9204892125751	816.3449054994387	457.4890551412559	715.7992985221192	605.8393324105351	493.75148185491093	793.475146738252	796.8427500736054	713.8510375837438	471.63765562442813
pop_size_Panay14	400	1.0001418492667433	7574.163481991179	848.4443925689953	609.116844130987	560.0226518418544	850.8625181794579	624.4499048558908	380.7250420870516	563.8407664650555	1044.5766030570992	885.5953993970816	1013.1500633207752
pop_size_root_Negros14	400	1.0000064562705817	9294.020181902839	1022.2971768730444	1101.0	914.3231810674444	789.2784983702405	984.167346661183	861.736584025746	680.2240481985203	1081.6639480225265	905.284118826329	753.7068426970598
ln_likelihood_Sabtang15	400	1.000021114918927	9641.887302880525	806.1442145723106	942.222788064392	1100.718328887826	696.8986272835855	835.9327501600734	1038.866964887589	768.8490085565061	772.0601217555945	1101.0	877.9278462598595
root_height_Sabtang15	400	0.9998501507561536	7694.195702847584	1101.0	725.8870724156393	936.9198787240953	524.4993808775399	855.3065022104063	939.2703171882985	659.1929492715772	764.3378569029959	581.9067898952105	1101.0
pop_size_Sabtang15	400	1.0001747551000946	7063.345822902023	975.1043531634141	886.9449312043139	667.4135007049422	1074.4726836607763	936.3758362859877	711.1523107307095	885.0094283168385	860.782576284789	655.8074736647242	685.5060013480451
pop_size_Batan15	400	1.0002899349191992	7562.29631012593	662.8068895690647	666.4966812714331	607.994161128323	598.7742562279988	756.6115667151074	796.334478525585	611.4462528285871	1024.0736197895621	744.4686415095128	642.9505968872478
pop_size_root_Sabtang15	400	0.9996793826743456	8809.271095292494	1073.0970224012588	850.104388684587	811.1985990226545	765.0913152780491	1101.0	1101.0	1012.962623426207	632.7494510989571	846.7295862775455	806.067667501071
ln_likelihood_Romblon16	400	1.0009219165311234	5555.6936754190965	664.0770783110783	859.687824438936	607.5280061142937	391.7118566118707	624.9072176910494	471.91247226258116	368.6058716651346	511.98195419707775	453.1766384322652	903.6038449895045
