parameter	burnin	psrf	ess_concat	ess_0	ess_1	ess_2	ess_3	ess_4	ess_5	ess_6	ess_7	ess_8	ess_9
pop_size_root_Romblon16	1200	1.000997532110849	2959.7683795822336	142.11892680393433	211.00201337734504	154.53762104990793	271.9269102940829	180.14060117004212	245.6183947169494	291.5622082771572	259.03703150434865	168.95883376034575	245.41394205522985
ln_likelihood_CamiguinNorte17	1200	0.9998871183905116	2472.8614010684396	192.16980064127026	301.0	301.0	202.33604638960549	301.0	296.4494749558093	211.14980579378698	216.33822049441548	185.24743998030002	184.12167763849507
root_height_CamiguinNorte17	1200	0.9989916263941113	2219.702456275056	260.0598478729277	223.8905080821115	295.4232060360285	226.8165981618587	301.0	221.7933623829487	258.32630856833487	301.0	162.02497587868953	278.3442181425603
pop_size_CamiguinNorte17	1200	1.0005921017035346	2400.802094851528	135.34882881070524	301.0	301.0	301.0	136.8291057449752	295.9288157706039	152.60685813658927	171.56958260037462	197.17903276177367	181.12595875541928
pop_size_Dalupiri17	1200	0.9992361689257608	2095.5330827942735	301.0	229.89534271970288	240.10958568788027	262.7745123963562	298.4714022420447	225.5089511789199	301.0	201.08500559519683	204.11905768631556	178.20339355770327
pop_size_root_CamiguinNorte17	1200	1.000064044819984	2253.4396733750327	296.11795977976533	273.85935328703897	261.8188627324056	216.39783176371125	184.38484580383832	301.0	301.0	200.81628338874992	301.0	195.66188769798848
ln_likelihood	1300	0.9992883638807607	1582.0157224898737	154.91656173521832	201.0	97.5229636340988	179.9713332248717	160.43829666224178	201.0	183.86718901680626	80.99866518439424	168.94070897161237	185.97532904628713
concentration	1300	0.9992832928194345	1557.8900711357956	123.81379726251792	201.0	136.5155190354673	168.37574221300076	149.71424544854844	153.10156348331546	142.2088823911928	166.62424727973	147.24106495906005	77.33741176039814
time_prior_parameter_0	1300	1.0000521434109921	1535.7780766478406	151.7781965120998	126.20340109582938	139.65656398013593	137.41242052654718	87.44481848272675	138.2919305154848	122.66473913925378	201.0	144.8511635686891	88.3372657466069
ln_likelihood_Bohol0	1300	1.0009178017216707	1278.3285237917025	161.77755442742554	187.6574408313065	115.05350685005001	116.170071282294	201.0	175.83862280981134	201.0	201.0	143.0421681871384	177.60106394186982
root_height_Bohol0	1300	0.9992813207948226	1449.1525118546022	195.3447325839693	170.82657130814482	178.5969412787994	156.30666840235216	196.73557454297807	201.0	115.64507297330519	114.1636789235514	120.91014196445052	201.0
pop_size_Bohol0	1300	0.9989767816672361	1145.6691569395664	138.98850993422596	179.76522930220784	147.07443747472476	111.05988542475549	136.80276448529503	183.80435628284195	201.0	109.21029326185965	148.53531972041492	201.0
pop_size_CamiguinSur0	1300	1.0006271047131272	1367.4250861478135	200.4405210164755	163.16200740100408	109.35129740100804	94.54464806913474	141.85853447077247	194.37766436677651	120.17326265313737	131.54247076670063	168.80982533674663	133.4703381962036
pop_size_root_Bohol0	1300	1.0001790389471938	1480.6415263729398	140.81041830602385	100.5570477978865	144.8308978676783	201.0	153.01280394022973	125.81034311095421	201.0	146.52174780190177	201.0	117.97414561091401
ln_likelihood_Palawan1	1300	0.9991354844293179	1638.9230229705888	201.0	190.7363108203323	111.55776681861424	201.0	170.11095575409647	201.0	201.0	201.0	133.57838260901065	116.64126072379136
